Temperatura;Humedad;VelViento;GDF;DiffusalF;Zona1
9.11;85.00;0.08;0.07;0.12;26011.14
8.87;85.60;0.08;0.08;0.16;25646.58
8.87;85.60;0.09;0.08;0.15;25391.39
9.07;85.00;0.09;0.06;0.16;24826.33
8.87;84.20;0.09;0.11;0.13;24449.62
8.65;84.50;0.09;0.06;0.19;24164.05
8.64;84.70;0.09;0.06;0.12;23586.84
8.56;85.50;0.09;0.06;0.16;23410.63
8.43;86.50;0.09;0.06;0.12;23131.14
8.29;86.60;0.09;0.04;0.15;22882.03
8.08;86.60;0.09;0.06;0.17;22815.19
8.02;86.40;0.09;0.05;0.13;22693.67
8.26;86.30;0.09;0.06;0.16;22614.68
8.24;86.40;0.09;0.06;0.14;22152.91
8.17;86.70;0.09;0.04;0.16;21958.48
8.18;86.60;0.09;0.06;0.13;21849.11
8.08;86.20;0.09;0.07;0.12;21861.27
8.07;86.10;0.09;0.09;0.16;22037.47
8.00;85.70;0.09;0.07;0.15;21970.63
7.91;85.10;0.09;0.07;0.15;21715.44
7.90;85.90;0.09;0.07;0.15;21612.15
7.91;85.90;0.09;0.06;0.13;21770.13
7.63;86.50;0.09;0.04;0.11;22025.32
7.47;88.30;0.09;0.06;0.13;22110.38
7.69;88.10;0.09;0.07;0.10;22383.80
7.27;87.60;0.09;0.07;0.15;22517.47
7.23;87.40;0.08;0.09;0.17;22784.81
7.33;85.80;0.08;0.06;0.21;22772.66
7.51;85.60;0.09;0.07;0.14;22954.94
7.67;85.40;0.09;0.08;0.10;23890.63
7.62;85.40;0.08;0.07;0.17;24601.52
7.35;85.90;0.09;0.08;0.12;24176.20
7.24;87.40;0.09;0.09;0.13;24243.04
7.10;87.80;0.09;0.07;0.13;24206.58
6.85;87.90;0.09;0.06;0.16;23763.04
7.00;87.60;0.09;0.06;0.13;23228.35
7.23;87.40;0.09;0.09;0.14;22705.82
7.37;87.70;0.09;0.07;0.11;22450.63
7.03;86.80;0.09;0.06;0.17;22365.57
6.87;86.30;0.09;0.10;0.12;22705.82
6.94;86.80;0.09;0.06;0.15;23137.22
6.96;87.00;0.09;0.11;0.10;23125.06
7.10;87.70;0.09;0.21;0.26;23009.62
7.14;87.50;0.08;1.38;1.34;23817.72
6.89;86.20;0.08;4.57;4.41;24571.14
6.93;85.30;0.08;8.94;8.70;25251.65
7.06;84.60;0.08;38.78;24.04;26017.22
7.32;83.70;0.09;67.17;29.03;27031.90
6.96;85.40;0.09;91.80;29.10;27669.87
6.85;85.30;0.09;117.20;28.21;28368.61
7.01;85.60;0.09;143.10;28.79;29346.84
7.41;84.50;0.08;169.90;30.36;30161.01
7.35;85.30;0.09;196.70;32.93;30701.77
7.29;86.50;0.09;225.00;33.94;31090.63
7.84;86.30;0.09;252.20;34.40;31898.73
8.37;85.20;0.09;277.90;36.11;32506.33
8.72;83.70;0.09;304.80;37.21;32949.87
9.20;83.30;0.09;327.50;38.13;33472.41
9.66;81.50;0.09;350.90;38.82;33855.19
10.22;79.80;0.09;376.80;39.20;34553.92
10.92;76.80;0.09;401.20;41.37;35100.76
11.56;73.00;0.09;421.70;42.37;35465.32
12.22;71.80;0.09;439.10;42.90;35489.62
12.99;71.00;0.09;455.90;44.36;35763.04
13.46;70.20;0.09;474.00;53.13;35921.01
14.25;69.08;0.09;479.60;50.76;36151.90
14.76;65.58;0.08;500.60;53.74;35829.87
14.94;65.21;0.09;511.20;50.59;35471.39
15.37;65.01;0.08;509.10;50.74;34863.80
15.74;62.14;0.08;524.10;50.69;34717.97
16.04;61.14;0.09;521.30;58.51;34456.71
16.49;58.30;0.08;529.20;64.07;34529.62
16.75;55.63;0.09;529.40;66.83;34128.61
16.91;51.69;0.09;529.80;77.20;34165.06
17.08;47.05;0.09;523.50;88.50;35258.73
17.36;46.21;0.09;533.80;99.40;36364.56
17.47;45.18;0.08;539.40;98.50;36741.27
17.59;45.38;0.09;522.90;106.60;36686.58
17.66;44.61;0.09;445.50;112.40;36358.48
17.71;44.57;0.09;458.90;92.20;35805.57
17.83;44.97;0.09;486.10;64.69;35386.33
17.95;43.87;0.09;526.30;56.18;35027.85
18.00;43.24;0.09;506.00;51.42;35088.61
17.91;42.47;0.09;492.30;46.78;35137.22
17.97;42.17;0.09;477.40;45.35;35131.14
17.98;43.04;0.09;459.70;45.81;35021.77
18.11;42.47;0.09;448.20;45.33;35380.25
18.11;42.80;0.09;429.90;47.11;35240.51
18.14;43.51;0.08;405.60;47.80;35228.35
18.18;42.04;0.09;390.20;59.47;34742.28
18.26;40.73;0.09;338.00;77.60;34839.49
18.28;41.27;0.09;327.10;99.20;35112.91
18.21;42.50;0.08;309.70;153.90;35732.66
18.11;43.24;0.08;280.80;216.90;35787.34
18.06;43.77;0.09;265.20;268.50;35787.34
18.01;44.07;0.09;253.40;284.70;35866.33
17.89;44.07;0.08;216.00;250.00;35981.77
17.76;45.34;0.09;177.20;206.30;36552.91
17.53;46.31;0.09;147.70;173.70;37263.80
17.35;46.04;0.08;113.40;135.30;38715.95
17.18;47.91;0.09;99.70;121.30;39742.78
16.94;47.98;0.09;81.50;100.10;41972.66
16.68;47.58;0.09;61.93;76.40;43807.59
16.37;54.39;0.09;47.65;58.78;44852.66
16.01;57.09;0.09;23.66;26.33;45180.76
15.71;58.79;0.08;11.18;11.37;45168.61
15.44;59.96;0.08;6.34;6.34;45004.56
15.18;60.55;0.09;2.45;2.54;44828.35
14.96;61.82;0.08;0.33;0.37;43436.96
14.75;62.99;0.09;0.08;0.10;43704.30
14.57;65.66;0.08;0.06;0.11;44172.15
14.44;66.22;0.08;0.07;0.10;43923.04
14.42;68.86;0.08;0.07;0.10;43509.87
13.91;72.30;0.08;0.04;0.12;43266.84
13.78;71.40;0.09;0.04;0.12;43157.47
13.98;69.40;0.09;0.06;0.16;43418.73
13.80;70.40;0.09;0.08;0.12;43941.27
13.69;70.60;0.09;0.06;0.11;43959.49
13.66;72.30;0.09;0.08;0.15;43601.01
13.46;74.70;0.09;0.06;0.19;43509.87
12.95;75.10;0.09;0.06;0.11;43054.18
12.26;77.00;0.09;0.05;0.19;42634.94
12.15;77.70;0.09;0.08;0.12;42586.33
12.06;78.00;0.08;0.07;0.13;41881.52
12.14;77.50;0.09;0.07;0.14;41535.19
12.48;76.80;0.08;0.06;0.07;41030.89
12.88;72.80;0.09;0.07;0.10;40332.15
12.93;70.90;0.09;0.06;0.16;39809.62
12.71;71.60;0.09;0.05;0.16;39141.27
12.85;71.10;0.09;0.05;0.15;38369.62
12.60;70.30;0.09;0.04;0.14;37640.51
12.20;70.70;0.08;0.06;0.12;36686.58
11.68;71.80;0.09;0.07;0.10;35987.85
11.25;75.10;0.09;0.08;0.09;35125.06
10.89;77.50;0.09;0.08;0.13;34207.59
10.78;78.20;0.09;0.05;0.12;33284.05
10.49;79.70;0.09;0.06;0.14;32287.59
10.35;80.90;0.09;0.08;0.12;31266.84
10.43;80.90;0.09;0.09;0.11;30300.76
11.01;78.50;0.09;0.08;0.09;29705.32
11.05;76.30;0.09;0.07;0.14;29036.96
11.29;72.70;0.09;0.07;0.14;28326.08
11.27;67.46;0.09;0.06;0.15;27633.42
10.75;69.04;0.09;0.04;0.14;27031.90
10.61;69.90;0.09;0.04;0.14;26126.58
10.39;73.00;0.09;0.07;0.20;25877.47
10.31;72.20;0.09;0.08;0.13;25166.58
9.96;75.10;0.09;0.06;0.13;24923.54
9.50;76.90;0.09;0.06;0.12;24340.25
9.11;79.20;0.09;0.07;0.16;23878.48
9.28;79.30;0.09;0.07;0.14;23586.84
9.66;74.40;0.09;0.08;0.13;23556.46
9.57;73.60;0.09;0.06;0.12;23550.38
9.44;73.30;0.09;0.06;0.09;23422.78
9.58;69.55;0.09;0.06;0.16;23234.43
9.97;66.47;0.09;0.04;0.12;22967.09
10.38;67.21;0.09;0.06;0.13;22918.48
10.01;64.74;0.09;0.04;0.12;22821.27
10.33;61.70;0.09;0.07;0.11;22529.62
10.69;59.09;0.09;0.07;0.10;22517.47
10.72;61.23;0.09;0.04;0.12;22383.80
10.88;60.83;0.08;0.06;0.15;22323.04
10.50;58.70;0.08;0.07;0.10;22146.84
10.37;59.06;0.09;0.05;0.09;22146.84
10.11;57.96;0.09;0.07;0.07;22335.19
10.35;55.92;0.09;0.06;0.10;22426.33
10.67;64.37;0.09;0.05;0.15;22632.91
10.70;64.14;0.08;0.06;0.13;22402.03
10.76;61.53;0.08;0.07;0.11;22323.04
10.55;65.68;0.08;0.05;0.13;22632.91
11.27;62.97;0.08;0.07;0.10;22912.41
11.66;57.90;0.08;0.06;0.16;23003.54
11.74;57.73;0.08;0.08;0.10;23197.97
11.87;58.80;0.09;0.08;0.12;24054.68
11.80;58.70;0.08;0.07;0.12;24188.35
11.73;55.36;0.08;0.11;0.09;23921.01
11.63;55.49;0.08;0.06;0.10;23848.10
11.64;54.62;0.09;0.04;0.16;23908.86
11.62;51.95;0.08;0.07;0.11;23562.53
11.85;50.02;0.09;0.04;0.14;22906.33
11.88;50.18;0.09;0.07;0.12;21484.56
11.80;50.28;0.09;0.04;0.14;20998.48
11.73;50.52;0.09;0.07;0.10;20658.23
11.64;50.55;0.09;0.06;0.15;20937.72
11.58;51.12;0.09;0.06;0.09;20864.81
11.44;51.72;0.08;0.10;0.14;21302.28
11.28;51.75;0.09;0.40;0.32;21697.22
11.51;52.09;0.09;1.98;1.98;22651.14
11.97;51.99;0.08;5.27;5.20;23750.89
11.83;49.65;0.08;9.15;8.90;24473.92
11.83;49.45;0.09;45.06;38.50;24789.87
11.80;50.65;0.09;72.10;51.14;25555.44
11.92;52.52;0.09;96.40;48.44;26448.61
11.68;53.82;0.09;121.80;38.53;26734.18
11.87;53.62;0.08;147.40;33.38;27511.90
12.06;52.72;0.09;175.90;30.44;28684.56
12.25;53.36;0.08;203.30;29.87;29128.10
12.65;53.92;0.09;230.30;30.68;29401.52
13.12;50.42;0.09;258.90;31.73;29893.67
13.38;53.92;0.09;286.40;33.02;30841.52
13.49;58.36;1.68;312.40;34.38;31260.76
13.58;58.76;4.92;337.40;35.36;31813.67
14.05;58.26;4.92;358.80;35.76;32068.86
14.27;56.96;4.92;371.00;35.93;32870.89
14.47;56.69;4.92;391.00;35.51;33672.91
14.76;56.66;4.92;422.80;35.86;33891.65
15.15;53.96;4.92;443.40;35.83;33958.48
15.58;52.69;4.92;462.00;36.40;34098.23
15.78;52.92;4.92;474.60;36.07;34395.95
15.95;53.92;4.92;493.10;37.02;34657.22
16.25;52.85;4.92;503.50;37.26;34560.00
16.57;51.05;4.92;516.70;37.49;34566.08
16.78;49.82;4.92;526.70;37.67;35027.85
16.91;49.12;4.92;535.20;38.22;34985.32
16.97;47.65;4.92;542.30;38.33;35252.66
17.10;48.88;4.92;548.70;38.42;35033.92
17.15;49.22;4.92;555.10;39.91;34954.94
17.18;49.25;4.92;549.10;39.93;35283.04
17.37;49.42;4.92;557.60;41.53;35185.82
17.38;50.25;4.92;551.60;41.84;35149.37
17.36;48.88;4.92;553.20;40.75;34942.78
17.38;47.18;4.92;549.50;40.85;34602.53
17.36;48.31;4.92;542.70;41.24;34608.61
17.45;49.05;4.91;534.30;41.55;35076.46
17.48;49.68;4.92;525.60;42.50;34414.18
17.43;49.42;4.92;516.90;41.44;34347.34
17.46;49.55;4.92;505.90;41.28;33770.13
17.56;50.28;4.92;489.30;42.81;33423.80
17.46;50.35;4.92;474.10;43.18;33399.49
17.29;49.38;4.92;460.00;43.12;33180.76
17.24;46.54;4.92;441.60;43.74;32627.85
17.39;48.58;4.92;423.10;45.88;32166.08
17.41;49.51;4.92;403.00;52.81;32251.14
17.34;49.51;4.92;382.30;70.20;32457.72
17.32;49.35;4.92;359.00;114.70;32147.85
17.41;50.35;4.92;332.60;193.00;32147.85
17.21;52.05;4.92;303.70;267.00;32008.10
17.20;55.12;4.92;280.40;293.90;31680.00
16.95;55.71;4.92;255.70;289.20;31649.62
16.82;56.88;4.92;228.90;266.30;31783.29
16.78;57.01;4.92;202.40;238.80;31941.27
16.58;56.85;4.92;179.20;213.80;31983.80
16.46;57.38;4.92;151.30;182.00;32712.91
16.26;57.78;4.92;126.10;153.60;33709.37
16.16;57.18;4.92;103.40;127.50;35477.47
16.06;57.44;4.91;83.30;103.80;38132.66
15.99;57.14;4.92;63.68;80.00;41182.78
15.87;57.34;4.92;45.39;57.45;42428.35
15.84;57.94;4.92;22.27;26.38;42829.37
15.60;59.71;4.92;8.28;8.34;42932.66
15.39;61.25;4.92;4.21;4.15;42871.90
15.12;61.88;4.92;1.46;1.60;43163.54
14.94;62.55;4.92;0.30;0.29;42969.11
14.80;63.05;4.92;0.07;0.13;43139.24
14.71;64.35;4.92;0.06;0.12;42926.58
14.50;64.92;4.92;0.07;0.11;42768.61
14.31;66.09;4.92;0.06;0.14;42908.35
14.15;67.06;4.92;0.06;0.09;42829.37
14.12;67.59;4.92;0.06;0.13;42549.87
14.14;66.69;4.91;0.06;0.16;42452.66
14.12;65.79;4.92;0.10;0.06;42604.56
14.00;67.96;4.92;0.06;0.11;42318.99
13.79;69.59;4.92;0.07;0.14;42148.86
13.70;70.60;4.92;0.07;0.10;41996.96
13.59;71.00;4.91;0.05;0.17;41984.81
13.15;70.50;4.91;0.06;0.09;41760.00
13.33;70.70;4.92;0.06;0.13;41498.73
13.48;69.16;4.92;0.05;0.09;40957.97
13.41;69.93;4.92;0.02;0.19;40727.09
13.49;66.32;4.92;0.06;0.13;39718.48
13.62;63.82;4.91;0.06;0.12;38946.84
13.43;66.96;4.91;0.05;0.14;38788.86
13.11;67.49;4.91;0.04;0.16;38636.96
12.97;70.20;4.92;0.04;0.10;38150.89
13.01;72.20;4.92;0.03;0.15;37658.73
12.87;72.60;4.91;0.06;0.13;36874.94
12.97;71.90;4.91;0.07;0.17;36012.15
12.79;73.40;4.91;0.05;0.14;35125.06
12.39;74.20;4.92;0.06;0.14;34481.01
12.60;75.60;4.91;0.05;0.15;33903.80
12.12;77.00;4.91;0.06;0.13;33028.86
11.87;77.50;4.92;0.07;0.15;31819.75
11.60;75.80;4.91;0.06;0.13;30920.51
11.35;75.20;4.91;0.05;0.12;29820.76
11.66;74.90;4.92;0.06;0.10;28988.35
11.50;74.00;4.92;0.07;0.12;28362.53
11.23;74.90;4.92;0.04;0.16;27517.97
11.58;74.60;4.92;0.06;0.12;26855.70
11.58;73.50;4.91;0.06;0.15;26071.90
11.18;75.50;4.92;0.06;0.10;25646.58
10.91;76.70;4.92;0.04;0.12;25263.80
10.87;77.00;4.92;0.06;0.11;24522.53
10.97;77.00;4.91;0.07;0.14;24121.52
11.06;75.70;4.92;0.08;0.13;23775.19
11.31;74.70;4.91;0.06;0.18;23501.77
11.41;73.60;4.92;0.06;0.10;22839.49
11.54;73.90;4.92;0.06;0.13;22566.08
11.61;73.00;4.91;0.10;0.12;22298.73
11.71;73.20;4.92;0.07;0.13;22183.29
11.90;71.30;4.92;0.09;0.09;21855.19
11.94;71.80;4.91;0.05;0.15;21709.37
12.10;70.80;4.91;0.04;0.15;21606.08
13.27;66.99;4.92;0.06;0.13;21551.39
13.87;63.49;4.92;0.05;0.12;21612.15
14.38;59.85;4.91;0.08;0.11;21612.15
14.30;58.35;4.92;0.06;0.12;21533.16
13.72;62.52;4.92;0.05;0.13;21448.10
13.49;62.08;4.92;0.04;0.09;21545.32
12.18;69.76;4.92;0.04;0.09;21454.18
11.75;71.40;4.92;0.10;0.15;21326.58
11.60;71.70;4.92;0.05;0.15;21059.24
11.68;71.50;4.92;0.07;0.18;21290.13
11.72;69.63;4.92;0.06;0.12;21435.95
11.56;69.90;4.92;0.05;0.15;21496.71
11.73;69.13;4.92;0.03;0.14;21575.70
11.33;70.60;4.92;0.03;0.15;21891.65
11.39;70.70;4.92;0.07;0.13;22080.00
11.34;69.67;4.92;0.05;0.12;23040.00
11.22;69.80;4.92;0.06;0.13;23483.54
11.17;69.91;4.92;0.07;0.12;23088.61
11.20;69.24;4.92;0.05;0.14;22961.01
10.99;69.61;4.91;0.07;0.12;22918.48
10.94;69.55;4.92;0.07;0.14;22487.09
11.12;69.48;4.92;0.05;0.15;21624.30
11.07;69.21;4.92;0.08;0.11;20773.67
11.31;68.31;4.92;0.07;0.12;19728.61
11.03;68.95;4.92;0.06;0.13;19303.29
10.84;69.75;4.92;0.07;0.19;19224.30
11.10;69.05;4.92;0.08;0.13;19321.52
11.08;68.25;4.92;0.06;0.12;19418.73
11.32;68.05;4.92;0.48;0.45;20014.18
11.31;68.35;4.92;2.08;2.08;20384.81
11.47;67.94;4.92;5.72;5.55;20500.25
11.54;67.68;4.92;11.18;10.82;20937.72
11.51;68.18;4.92;46.92;45.87;21217.22
11.43;67.81;4.92;71.40;69.95;21934.18
11.81;68.38;4.92;97.70;93.20;22505.32
13.59;60.73;4.92;124.80;108.70;22973.16
14.46;57.16;4.92;157.10;116.30;23374.18
14.88;54.09;4.92;185.80;96.80;23769.11
15.03;52.65;4.92;215.00;74.60;24753.42
15.07;51.82;4.92;172.50;60.42;25701.27
15.08;51.79;4.92;212.20;56.81;26248.10
15.31;51.25;4.92;275.00;53.30;26946.84
15.45;51.29;4.92;317.10;47.78;27596.96
15.50;51.72;4.92;342.00;48.36;28295.70
15.60;51.69;4.92;362.80;50.30;28994.43
15.70;52.09;4.91;396.90;58.01;29480.51
15.70;53.22;4.92;395.50;58.58;30094.18
16.06;50.72;4.92;446.10;64.92;29772.15
16.22;51.69;4.92;467.50;75.50;29875.44
16.33;49.62;4.92;439.40;82.80;30422.28
16.41;49.22;4.92;496.30;88.40;30920.51
16.57;49.02;4.92;514.20;87.20;31485.57
16.58;50.35;4.92;514.70;93.80;31649.62
16.75;49.32;4.92;523.30;111.10;31473.42
16.85;48.75;4.92;473.00;109.50;31649.62
16.87;49.02;4.92;453.40;96.10;31844.05
16.87;48.45;4.92;509.30;91.60;31916.96
17.03;48.08;4.92;545.30;89.60;31923.04
17.45;47.85;4.92;561.00;79.30;32190.38
17.71;46.68;4.92;562.10;70.10;32299.75
17.71;49.12;4.91;564.50;70.80;32384.81
17.77;48.81;4.91;613.20;117.20;32190.38
17.71;50.35;4.91;626.30;133.00;32105.32
17.64;50.08;4.92;496.90;99.20;31971.65
17.54;50.01;4.92;448.20;91.80;32105.32
17.37;49.31;4.92;552.10;108.60;32129.62
17.26;49.41;4.92;607.10;149.10;31564.56
17.29;49.71;4.92;582.30;180.50;31114.94
17.38;50.48;4.92;518.10;184.50;31212.15
17.54;50.41;4.92;582.80;172.10;30671.39
17.40;51.77;4.92;488.20;155.50;30823.29
17.32;51.87;4.92;539.60;174.90;30908.35
17.13;51.67;4.92;494.50;206.60;30628.86
17.09;51.90;4.92;462.80;282.80;30100.25
16.95;53.47;4.92;404.60;330.60;29936.20
16.82;55.14;4.92;394.90;372.00;29875.44
16.75;54.71;4.92;386.70;401.10;29358.99
16.80;54.87;4.92;368.90;405.30;29134.18
16.77;53.97;4.92;340.30;382.70;28945.82
16.78;54.31;4.92;239.80;264.40;28806.08
16.56;55.14;4.92;159.50;171.10;28775.70
16.60;53.64;4.92;103.30;104.70;28812.15
16.69;53.34;4.93;135.40;144.40;28976.20
16.71;53.24;4.92;115.80;119.60;29024.81
16.55;53.97;4.92;105.20;111.50;29468.35
16.45;54.21;4.92;62.23;63.87;30397.97
16.38;55.11;4.92;92.30;106.50;31564.56
16.31;55.51;4.92;98.60;117.20;34152.91
16.16;55.77;4.92;51.42;58.47;36978.23
16.04;56.21;4.92;29.18;31.91;38539.75
15.92;56.88;4.91;20.51;21.50;39220.25
15.68;58.41;4.92;11.88;12.29;39438.99
15.63;58.81;4.92;4.74;4.73;39360.00
15.73;58.04;4.92;3.51;3.54;39323.54
15.66;58.24;4.92;0.53;0.47;39505.82
15.65;58.38;4.92;0.09;0.11;39572.66
15.72;57.34;4.92;0.07;0.09;39396.46
15.71;57.58;4.92;0.10;0.09;39372.15
15.89;55.94;4.92;0.04;0.15;39414.68
16.01;55.27;4.92;0.07;0.12;39584.81
16.15;55.11;4.92;0.08;0.13;39414.68
15.94;56.01;4.91;0.06;0.10;39724.56
16.03;55.81;4.92;0.04;0.12;40064.81
16.23;55.21;4.92;0.05;0.10;40453.67
16.31;53.40;4.92;0.06;0.10;40301.77
16.32;53.54;4.92;0.07;0.13;40137.72
16.30;54.11;4.92;0.07;0.09;40307.85
16.24;54.47;4.92;0.09;0.08;40678.48
16.75;54.07;4.93;0.08;0.10;40526.58
17.07;52.34;4.92;0.09;0.08;40247.09
16.75;52.57;4.92;0.07;0.13;40101.27
16.44;54.44;4.92;0.06;0.11;40174.18
16.15;55.67;4.91;0.06;0.09;39730.63
16.15;56.04;4.92;0.07;0.08;39183.80
16.34;56.31;4.92;0.06;0.12;38576.20
16.25;56.88;4.92;0.06;0.08;37737.72
15.97;57.81;4.92;0.10;0.09;37154.43
15.67;59.35;4.92;0.05;0.10;36565.06
15.88;58.24;4.92;0.06;0.12;35872.41
15.95;58.34;4.92;0.04;0.08;35149.37
15.85;59.18;4.92;0.07;0.11;34098.23
15.90;59.41;4.92;0.04;0.14;33205.06
16.08;59.25;4.92;0.07;0.12;32232.91
16.01;59.48;4.92;0.06;0.09;31181.77
16.02;60.45;4.91;0.09;0.12;30495.19
16.34;59.31;4.92;0.08;0.12;29760.00
16.32;59.61;4.92;0.07;0.15;29000.51
16.39;59.25;4.92;0.04;0.11;28320.00
16.54;58.61;4.92;0.06;0.09;27669.87
16.29;59.45;4.92;0.09;0.07;26977.22
16.34;59.45;4.92;0.07;0.15;26065.82
16.24;59.71;4.92;0.04;0.12;25391.39
16.32;59.85;4.92;0.04;0.14;25014.68
16.29;60.05;4.92;0.07;0.13;24583.29
16.39;60.11;4.92;0.06;0.12;24212.66
16.21;60.48;4.92;0.06;0.14;24000.00
16.01;61.65;4.92;0.08;0.08;23605.06
15.84;62.32;4.92;0.06;0.10;23374.18
15.74;63.15;4.92;0.07;0.12;22967.09
15.56;64.45;4.92;0.07;0.12;22572.15
15.44;64.89;4.92;0.03;0.09;22590.38
15.41;65.19;4.92;0.05;0.13;22626.84
15.38;65.62;4.92;0.04;0.09;22365.57
15.69;64.29;4.92;0.07;0.11;22286.58
15.67;64.69;4.92;0.05;0.09;22171.14
15.90;64.12;4.92;0.05;0.11;22055.70
16.02;63.45;4.92;0.09;0.09;21994.94
16.15;63.12;4.92;0.06;0.10;21976.71
16.07;64.62;4.92;0.08;0.11;22019.24
15.96;64.89;4.92;0.06;0.09;21934.18
16.06;64.55;4.92;0.11;0.10;21843.04
16.28;64.99;4.92;0.05;0.11;21994.94
15.95;66.12;4.92;0.06;0.15;22031.39
16.50;64.92;4.92;0.04;0.16;22086.08
16.53;62.75;4.92;0.05;0.19;22244.05
16.69;62.82;4.92;0.06;0.16;22104.30
16.96;60.88;4.92;0.06;0.12;22152.91
16.93;60.98;4.92;0.07;0.10;22207.59
16.69;62.52;4.92;0.06;0.12;22505.32
16.54;63.18;4.92;0.08;0.12;23611.14
16.52;63.75;4.92;0.05;0.13;23969.62
16.36;65.22;4.92;0.07;0.13;24109.37
16.15;66.46;4.92;0.05;0.14;24060.76
16.06;67.09;4.92;0.06;0.13;23921.01
15.87;69.69;4.92;0.07;0.15;23477.47
15.77;69.76;4.91;0.06;0.12;22869.87
16.02;67.62;4.92;0.04;0.17;21776.20
15.92;67.86;4.92;0.06;0.12;20755.44
15.99;67.66;4.92;0.08;0.10;20889.11
15.94;67.59;4.91;0.07;0.13;21059.24
15.89;68.26;4.91;0.06;0.18;21083.54
15.74;69.23;4.92;0.08;0.10;21435.95
15.78;69.29;4.92;0.12;0.17;21636.46
15.78;70.60;4.92;0.48;0.56;23167.59
15.64;72.10;4.91;2.09;2.00;24006.08
15.69;71.50;4.92;6.91;6.71;25038.99
15.58;76.70;4.92;16.68;16.20;25701.27
15.37;77.30;4.91;27.27;26.73;26084.05
15.68;74.90;4.91;47.95;47.69;26527.59
15.76;72.80;4.91;61.82;61.96;27031.90
15.79;72.60;4.91;43.39;42.65;27384.30
15.80;72.90;4.91;47.05;46.32;27991.90
15.81;73.10;4.92;59.95;58.81;28866.84
15.98;72.20;4.92;84.00;82.70;29832.91
16.08;71.20;4.91;80.80;77.00;30416.20
16.17;70.10;4.91;118.00;111.40;31078.48
16.37;69.13;4.92;174.70;164.60;31637.47
16.55;67.76;4.92;221.00;208.50;32141.77
16.71;66.76;4.92;200.80;186.60;32876.96
16.79;65.79;4.92;153.40;137.20;33363.04
16.71;66.39;4.91;180.10;165.70;33666.84
16.66;66.12;4.91;171.90;160.80;34110.38
16.85;64.85;4.92;133.00;119.40;34420.25
16.80;64.59;4.91;105.30;103.40;34730.13
16.97;64.89;4.91;415.50;401.90;34511.39
17.10;64.99;4.91;343.00;319.90;34967.09
17.28;65.42;4.92;609.20;555.70;35052.15
17.46;63.95;4.92;419.20;361.60;35197.97
17.16;64.65;4.92;351.30;315.90;35289.11
17.45;65.02;4.92;594.40;467.20;35307.34
17.79;63.72;4.92;750.00;552.40;35392.41
17.84;63.82;4.92;658.00;458.40;34875.95
17.73;64.12;4.91;427.40;292.20;35118.99
17.59;64.69;4.92;177.00;149.30;35125.06
17.49;66.29;4.92;215.10;174.20;35149.37
17.80;65.35;4.92;222.80;192.30;35210.13
18.16;64.75;4.92;185.00;173.30;35131.14
18.25;63.15;4.92;262.20;242.20;34578.23
18.34;63.08;4.91;293.20;272.80;34547.85
18.31;62.45;4.91;234.40;231.50;34736.20
18.31;62.55;4.92;206.20;199.10;34845.57
18.28;62.65;4.92;149.00;149.10;34839.49
18.22;63.25;4.92;192.30;194.80;34493.16
18.24;63.42;4.92;148.60;150.20;34231.90
18.18;65.32;4.92;130.90;131.50;34231.90
18.16;65.35;4.92;120.70;120.70;34189.37
18.16;66.29;4.92;103.40;103.80;33903.80
17.51;75.50;4.92;91.90;92.20;33691.14
16.73;77.20;4.91;64.88;64.15;33636.46
16.63;77.30;4.92;60.90;61.23;33563.54
17.07;76.30;4.92;58.31;59.00;33399.49
17.32;71.00;4.92;56.65;57.38;33344.81
17.24;71.30;4.92;65.39;66.71;33192.91
17.20;74.60;4.91;70.60;72.10;33211.14
16.70;77.80;4.91;59.89;61.10;33034.94
16.68;76.70;4.91;66.57;68.46;33180.76
16.80;74.70;4.92;70.60;72.40;32992.41
16.75;75.80;4.92;63.08;63.98;33417.72
16.84;75.70;4.91;71.20;73.20;33794.43
16.89;73.60;4.91;57.10;58.48;34693.67
16.79;74.20;4.91;45.26;45.90;35714.43
16.98;74.00;4.91;37.35;37.82;38205.57
17.30;69.59;4.91;23.79;23.99;40684.56
17.18;69.76;4.92;11.38;11.50;42756.46
16.69;78.00;4.91;5.00;5.01;43485.57
16.31;78.30;4.92;2.69;2.83;43673.92
16.57;75.90;4.92;0.82;0.86;43704.30
16.56;75.80;4.91;0.98;1.05;43443.04
16.62;74.60;4.91;0.18;0.20;43236.46
16.63;74.20;4.92;0.05;0.13;43218.23
16.31;76.80;4.91;0.03;0.14;43388.35
16.49;74.80;4.91;0.03;0.22;43084.56
16.31;77.20;4.91;0.05;0.15;42938.73
16.07;78.60;4.91;0.04;0.19;42701.77
16.10;78.70;4.91;0.04;0.16;42574.18
16.34;76.10;4.91;0.02;0.16;42774.68
16.51;75.60;4.92;0.04;0.12;43297.22
16.53;74.80;4.91;0.03;0.16;43418.73
16.21;78.60;4.92;0.03;0.15;43230.38
15.93;79.60;4.91;0.04;0.13;43236.46
16.14;78.90;4.91;0.02;0.13;42853.67
16.60;76.50;4.91;0.06;0.17;42726.08
16.88;71.90;4.91;0.05;0.13;42197.47
16.90;71.80;4.91;0.04;0.12;41395.44
16.87;72.40;4.92;0.04;0.16;41036.96
16.94;71.50;4.92;0.04;0.11;40824.30
